job_x_id,display_title,job_description,job_type,snippet,sponsored,shift_type,extracted salary/min,extracted salary/type,salary snippet/currency,company_x_id,job_location,min_hourly_salary
470,Physical Therapist,"Job Description &amp; Requirements
Physical Therapist - Inpatient Rehab Hospital - (PT - Inpatient Rehab Hospital)
Details

 Start date: Flexible
 M-F
 8-hour shifts
 Available shifts: 5
 Dayshift
 Inpatient Rehab Hospital
 Ratio: 1:9
 Location is Nashville, TN
 Pay rate: $2,200/week
 Weekly pay

PT needed for a 4 week assignment starting ASAP!
Required Qualifications
Active TN or Compact License
Preferred Qualifications
6+ months of recent exp
Inpatient rehab exp
Neuro population exp
Facility Location
Nashville, Tennessee, a bustling city with a rich musical heritage, offers a unique blend of Southern charm and urban excitement. Known as the ""Music City,"" Nashville boasts a thriving arts and entertainment scene, with countless live music venues, theaters, and museums. Nashville's growing healthcare industry, coupled with its strong sense of community, makes it an attractive destination for traveling physical therapists seeking both professional opportunities and a high quality of life.
Job Benefits
Our assignments offer generous packages that include:
Competitive pay rates
Free Continuing Education
Please do us the honor of applying with us, and we look forward to meeting you!
Apply here: https://chosenmedicalstaffing.smartcaresoftware.com/register
About the Company
Chosen Medical Staffing is a nurse-owned business, and our passion is providing quality, evidence-based care while advocating for our nurses and allied therapists because we understand the work they do!
We are seeking Physical Therapists (PT) with a lifelong love of learning dedicated to providing quality patient care while growing professionally through engagement in continuing education.
We are a small family business with a big heart for caregivers!
physical therapist, physical therapy, PT, physiotherapy, rehabilitation therapist, physician rehab therapist, rehabilitation, rehab, allied health, allied, inpatient rehab physical therapist, inpatient rehab, inpatient, PT
REQUIREMENTS
6+ months exp Inpatient Rehab exp Active TN or Compact License
BENEFITS
Our assignments offer generous packages that include:
Competitive pay rates
Free Continuing Education
Please do us the honor of applying below, and we look forward to meeting you!

 https://chosenmedicalstaffing.smartcaresoftware.com/register

You can also check us out here:
www.chosenmedicalstaffing.comhttps://www.facebook.com/chosenmedicalstaffinghttps://www.instagram.com/chosenmedicalstaffing/''
Job Types: Full-time, Contract
Pay: $2,400.00 per week
Schedule:

 8 hour shift
 Day shift
 Monday to Friday
 No weekends

People with a criminal record are encouraged to apply
Application Question(s):

 Do you have inpatient rehab experience? How many years of experience do you have?

License/Certification:

 PT (Required)

Ability to Relocate:

 Nashville, TN: Relocate before starting work (Required)

Work Location: In person",Full-time,"PT needed for a 4 week assignment starting ASAP!
 Active TN or Compact License.
 6+ months exp Inpatient Rehab exp Active TN or Compact License.",TRUE,8 hour shift,2400,weekly,USD,470,"Nashville, TN",60
471,Paramedic,"Position Overview
Bella Jace Center for Health is looking for a Registered Nurse, Paramedic or an AEMT to join our team. At our clinic, the provider will fulfill the care requirements of our patients. Under the direction of the CRNA, APRNs and supervision of the Medical Director, the successful candidate will work within their entire scope of practice. He or she will be fully accountable for ensuring that the utmost in competent care and safety is consistently delivered to all patients. This opportunity awaits a motivated and ambitious professional with patient care experience.
Essential Job Functions
· Provide basic care
· Administer medications and document therapeutic effects within scope
· Monitor and document vital signs
· Start IVs for therapy infusions
· Assist with patient comfort
· Help coach staff as necessary
· Set up procedure rooms
· Perform front office duties to include but not limited to: checking patients in, obtaining insurance information, scheduling, obtaining pre-authorizations for medications.
· Inventory and stock supplies
Physical Demands
· Employee must occasionally lift and/or move up to 40 pounds.
· Specific vision abilities required by the job include close vision, distance vision, color vision, peripheral vision, depth perception, and the ability to adjust focus.
· Requires ability to work under stressful situations demanding high concentration and energy level.
Qualifications
· 1+ years’ experience as a Paramedic/Registered Nurse/AEMT
· Up to date BLS, ACLS, and PALS (preferred but not required)
· Current certification in the state
· Motivated to learn clinic policies and procedures, including our EMR
· Exceptional staff training and customer service skills
· Compassionate and friendly demeanor
Licenses/Certifications
· RN, Paramedic license, AEMT (required)
· BLS &amp; ACLS certified (required), PALS preferred
Job Context 
Responsibilities will take place at Bella Jace Center for Health.
Facility work hours are Monday-Friday 7:30 am to 6 pm; however, individual schedules may vary. Individual responsibilities are mostly limited to providing clients outstanding, satisfactory services.
Additionally, contributing to the corporate culture and activities are expected. The atmosphere is positive, encouraging, and teamwork oriented. This job has a heavy amount of front office work as we do not have treatments everyday. Will be required to cover the front office as needed once fully trained.
NOTE: This job description is not intended to be all-inclusive. Employee may perform other related duties to meet the ongoing needs of the organization.
Job Types: Full-time, Part-time, PRN
Pay: $18.00 - $26.00 per hour
Expected hours: 20 – 40 per week
Benefits:

 401(k) matching
 Dental insurance
 Health insurance
 Paid time off
 Vision insurance

Schedule:

 Monday to Friday

Education:

 High school or equivalent (Preferred)

Experience:

 Nursing/AEMT/Paramedic: 1 year (Preferred)

License/Certification:

 BLS Certification (Required)
 ACLS (Required)
 RN/AEMT/Paramedic (Required)

Work Location: In person",Full-time,"Current certification in the state.
 RN, Paramedic license, AEMT (required).
 Perform front office duties to include but not limited to: checking patients in,…",TRUE,,18,hourly,USD,471,"Brentwood, TN",18
478,Call Center Representative- Patient Onboarding,"About Luna
 
 
   Physical therapy is powerful—for developing strength, managing emerging conditions, or recovering from surgery. But it’s challenging for physical therapy to make a significant clinical impact because therapists and patients are worn out. Through technology and innovation, Luna makes it easier to give and receive care. Driving faster recoveries for lasting health in an industry long overdue for change, Luna is reimagining the physical therapy experience for all. 
 
  
 
  Join our amazing team and start your career with Luna as an Onboarding Associate!
 
 
 
   Are you ready to kick-start your career in a dynamic and rewarding role? Luna Physical Therapy is seeking a motivated and customer-oriented individual to join us as an Onboarding Associate.
 
 
 
   As an Onboarding Associate, you will be the first point of contact for our new and existing patients, responsible for answering incoming calls and scheduling appointments with our network of physical therapists. We are looking for someone who can work efficiently, demonstrate exceptional communication skills, and maintain a high level of professionalism to ensure outstanding customer service and patient satisfaction. Join Luna and be a part of our mission to deliver quality care and support to our patients.
 
 
 
   Physical therapy, delivered.www.getluna.com
 
 
  #LUNACORP1
 
 
  #LI-KC1
 
 Key Responsibilities
 
  Manage the registration, scheduling, and rescheduling processes for new and existing patients.
  Manage high volume inbound calls
  Ensure accurate record management by obtaining and communicating relevant patient information, such as identification, patient history, insurance details, missed appointment policy, therapist arrival instructions, and intake forms.
  Receive, screen, and coordinate telephone calls from healthcare providers.
  Proactively make outbound calls and send emails to patient leads.
   Bonus incentives offered
 
  Requirements:
 
  Office Admin experience, 1 year required
  Demonstrates a high level of customer service and interpersonal communication skills
  Call/Contact center or other high call volume experience, preferred
  Proficiency with Google Suite, scheduling platforms and/or relevant tech skills required
  Highly detail-oriented
  Ability to multi-task in a fast-paced work environment
  High School Diploma or equivalent
  Weekend availability preferred
   This position is for our Nashville office. Must be based in Nashville.
 
  What we can offer you:
 
   Hybrid work-from-home options (for qualified employees) - Min 3 months of on the job training and must meet performance expectations. 
  We offer medical, dental, vision, and 401k benefits.
   A fun collaborative and supportive work environment with a fast-growing, innovative company.
   Realistic growth opportunities
   Employee referral program
   Discretionary bonuses for performance and quality excellence 
 
 
  Physical therapy, delivered.www.getluna.com
 
 
  #LUNACORP1
 
 
  #LI-KC1
 
 
 
   Care Exceptionally * Incredibly Relentless * Be Impactful * 1% Better, Every Day
 
 
 
   ~ Forbes America's Best Startup Employers of 2024 #111 ~
 
 
  ~ Fast Company World's Most Innovative Companies of 2024 #13 in Healthcare ~
 
 
  ~ Exceptional Performance Designation from Medicare/CMS MIPS 2022, 2023 ~
 
 
  ~ Gold Indigo Design Award for mobile app design excellence 2020 ~",,"As an Onboarding Associate, you will be the first point of contact for our new and existing patients, responsible for answering incoming calls and scheduling…",TRUE,,18,hourly,USD,478,"Nashville, TN",18
483,Associate Attorney,"Associate Attorney
Duties:
-Communicate with individual and corporate/entity clients and client representatives-Interact with supervising attorneys- Conduct legal research and analysis on various cases and legal issues- Draft legal documents, including pleadings, motions, and briefs- Assist with case management and preparation for trial- Attend court hearings and depositions- Negotiate settlements on behalf of clients- Represent clients in litigation proceedings- Collaborate with senior attorneys and partners on complex cases
Qualifications:
- Juris Doctor (J.D.) degree from an accredited law school- Licensed to practice in Tennessee
-Federal court experience preferred but not a requirement- Strong research, writing, and analytical skills- Excellent oral advocacy and negotiation skills- Ability to work independently and as part of a team- Attention to detail and ability to meet deadlines- Prior experience in litigation is preferred but not required
We offer a competitive salary, benefits package and accommodating work enviroment. This is an excellent opportunity for a motivated attorney to gain valuable experience in a long established, respected law firm.
To apply, please submit your resume, cover letter, and writing sample. Only qualified candidates will be contacted for an interview.
Note: This job description is intended to provide a general overview of the position and does not encompass all responsibilities or tasks that may be assigned or required.
Job Type: Full-time
Pay: $69,000.00 - $85,000.00 per year
Benefits:

 401(k) matching
 Flexible schedule
 Health insurance
 Health savings account
 Life insurance
 Professional development assistance
 Retirement plan

License/Certification:

 Bar (Required)

Work Location: In person",,"Conduct legal research and analysis on various cases and legal issues.
 Juris Doctor (J.D.) degree from an accredited law school.",TRUE,,69000,yearly,USD,483,"Nashville, TN",33.1731
484,Emergency Medical Technician - Basic,"Journey Ambulance is actively hiring reliable and skilled Emergency Medical Technicians-Basic (EMT-B’s) to exclusively serve our nation's veterans by providing ambulance transportation to Tennessee's Veterans Affairs hospitals and healthcare system. For our Tennessee operations, Journey Ambulance is a single track provider, with only one client; the VA Healthcare System.
We are a veteran owned and operated ambulance service whose operations extend throughout multiple VA catchment areas in the United States with offices in Tennessee, Montana, and California.
As Journey is a federal contractor, in many ways, we mimic the standards of federal employment. We offer multiple tracts for employees to choose their pay and benefits to best fit their individual needs.
We are looking for EMT's with the following credentials/qualities;

 Current TN State EMT-B certificate (unrestricted)
 Current BLS Card (EMS recognized providers ONLY)
 Ability to pass background check
 Ability to pass drug test (we maintain a 100% drug free work environment and randomly test employees as required by our federal contract)
 At least 3 years of driving experience (for drivers)
 Clean driving record (you will need to provide a DMV K-4 printout at your interview)
 Proficient knowledge of human physiology and medical terminology
 Strong communication skills and ability to remain calm under pressure
 Ability to work effectively in a team environment
 Must be at least 18 years old
 Constant reliability and dependability
 Clinically skilled in EMS applications for licensure level
 Able to work 12-hour shifts (24's also available)
 Candidates with military service are encouraged to apply

Responsibilities

 Respond to emergency and non-emergency calls and provide medical assistance to patients at the scene
 Must be at least 18 years old
 Constant reliability and dependability
 Friendly and outgoing
 Works well in challenging environments
 Clinically skilled in EMS applications for licensure level
 Able to work 12-hour shifts (24's also available)
 Candidates with military service are encouraged to apply

Responsibilities include;

 Assess patient conditions and perform vital signs monitoring
 Administer basic life support techniques, including CPR, if necessary
 Conduct physical examinations and triage patients based on severity of injuries or illnesses
 Assist with airway management and provide oxygen therapy as needed
 Utilize aseptic techniques to prevent infection and maintain a sterile environment
 Transport patients safely to the hospital or other designated healthcare facilities
 Collaborate with other healthcare professionals, to ensure comprehensive patient care
 Administer medications as directed

Benefits are listed below:

 Healthcare reimbursement program (you get to pick your OWN insurance coverage)
 Company paid life insurance
 Up to 80-hours of paid vacation annually
 Up to 56-hours of sick-time annually
 11 paid holidays (get paid even if you DON’T work)
 401K retirement plan
 Cell phone reimbursement program
 Certification and training assistance
 Daily/Weekly overtime available
 Flexible scheduling
 All-new ambulance fleet
 Power gurneys and auto-load systems in all units
 Company-wide digital platform
 Multiple shifts available, 12's and 24 hour shifts available

After completing the evaluation/probationary period (120 days), full-time employees have access to company benefits.
Job Types: Full-time, Part-time
Pay: $21.00 - $24.00 per hour
Expected hours: 32 – 48 per week
Benefits:

 401(k)
 401(k) matching
 Dental insurance
 Employee discount
 Flexible schedule
 Flexible spending account
 Health insurance
 Life insurance
 Paid time off
 Retirement plan
 Tuition reimbursement
 Vision insurance

Schedule:

 12 hour shift
 Holidays
 Monday to Friday
 Overnight shift
 Overtime
 Rotating shift
 Weekends as needed

Work Location: In person",Full-time,"Respond to emergency and non-emergency calls and provide medical assistance to patients at the scene.
 At least 3 years of driving experience (for drivers).",TRUE,12 hour shift,21,hourly,USD,484,"Nashville, TN",21
485,Registred Nurse,"""Looking for WEEKLY or DAILY pay? NHC introduces OnShift Wallet: Unlock 50% of Your Earned But Unpaid Wages Instantly, Next-Day Access, Every Time!""
Position - RN
Shifts: Night Shift 6pm-6am or Day shift 6am-6pm
Pay up go $48 based on years of experience and shift!
Full time, Part time, and PRN available 
Are you looking to make a difference in the lives of others by sharing your care and compassion? Do you enjoy connecting with your patients while getting to know them and their family? Do you enjoy working in a family - oriented atmosphere? Come join our family -oriented team at Lakeshore Heartland!
Experience: Long term care, skilled nursing and/or long-term care experience preferred, but not required. New grads welcome!
RN Position Highlights:

 Is responsible for maintaining clinical competency as evidenced by application of integrated nursing knowledge and skills, leadership, and communication skills.
 Utilizes the nursing process in assessment, planning and implementing care.
 Exhibits organizational ability related to workflow, prioritizing to meet the patient care needs
 Integrates current standards of practice as well as local, state, and federal regulations related to nursing services in the care of patients.
 Practices continuous quality improvement thinking and problem-solving skills.
 Must be caring, compassionate, good communication skills, have a positive attitude and be a team player

Benefits offered:

 Flexible Schedules
 Vacation/Paid time off/Holiday Pay
 Health, Dental, Vision and Life insurance
 Shift Diff (Incentive pay for weekends and night shifts)
 Opportunity for Advancement
 Opportunities for Continued Education
 Competitive Pay
 Company Stock Purchase Option
 Uniforms
 Low Patient Ratio

Qualified Registered Nurse (RN) will:

 Have graduated from an accredited nursing program
 Maintain a current unencumbered license to practice in the state where employed
 seek opportunities for personal and professional growth, attend continuing education offerings, and contribute to the ongoing education of partners through teaching and mentoring partners under his/her supervision.
 We hire GNs and GPNs

If you are interested in working for a leader in senior care and share NHC's values of honesty and integrity, please apply today and find out more about us at https://nhccare.com/locations/heartland/
EOE
Job Types: Full-time, Part-time, PRN
Pay: Up to $48.00 per hour
Medical Specialty:

 Geriatrics
 Medical-Surgical
 Wound Care

Physical Setting:

 Long term care
 Rehabilitation center

Application Question(s):

 Have you worked for NHC before?

License/Certification:

 LVN (Preferred)
 BLS Certification (Preferred)
 RN License (Preferred)

Work Location: In person",Full-time,"Maintain a current unencumbered license to practice in the state where employed.
 Integrates current standards of practice as well as local, state, and federal…",TRUE,Night shift,0,hourly,USD,485,"Nashville, TN",0
490,Day Shift RN Charge Nurse,"Overview:
Position: RN Day Shift
$5,000 Sign on Bonus
Looking for weekly or daily pay? NHC offers OnShift Wallet: Unlock 50% of Your Earned But Unpaid Wages Instantly, Next-Day Access, Every Time!
We are seeking a dedicated and compassionate RN to join our healthcare team. As an RN, you will play a vital role in providing quality patient care and assisting in various medical procedures. This position requires strong clinical skills, attention to detail, and the ability to work collaboratively with a multidisciplinary team.
Responsibilities:
- Administer medications and treatments as prescribed by physicians
- Monitor patient vital signs and report any changes or abnormalities
- Assist with patient assessments and document findings accurately
- Provide direct patient care, including wound care, dressing changes, and personal hygiene assistance
- Collaborate with registered nurses and other healthcare professionals to develop and implement patient care plans
- Educate patients and their families on disease management, medication administration, and self-care techniques
- Maintain accurate medical records using electronic health record systems (Cerner)
- Adhere to infection control policies and procedures to ensure a safe healthcare environment
- Assist with various medical procedures such as spinal taps or ophthalmology exams
Requirements:
- Valid RN license in TN
- CPR certification
- Excellent communication and interpersonal skills
- Ability to work effectively in a fast-paced environment
- Strong organizational skills with attention to detail
We offer competitive pay rates and comprehensive benefits packages for our employees. Join our team of dedicated healthcare professionals and make a difference in the lives of our patients.
Job Types: Full-time, Part-time
Pay: Up to $46.00 per hour
Benefits:

 401(k)
 401(k) matching
 Dental insurance
 Health insurance
 Life insurance
 Paid time off
 Vision insurance

Medical Specialty:

 Geriatrics

Physical Setting:

 Long term care
 Nursing home

Supplemental Pay:

 Bonus opportunities

Application Question(s):

 We do not offer relocation assistance. Can you commute to this location?

License/Certification:

 LPN (Required)
 CPR Certification (Required)

Work Location: In person",Full-time,"Valid RN license in TN.
 Collaborate with registered nurses and other healthcare professionals to develop and implement patient care plans.
 $5,000 Sign on Bonus.",TRUE,Day shift,0,hourly,USD,490,"Nashville, TN",0
496,Day shift manufacturing,"We are a small manufacture of sheet metal related products in the Nashville area. We are needing people who can show up everyday and also on time. Ideal canidate should not be on the phone . We are willing to train people and pay well. If you want higher pay you will have to produce quality work and show initiative. We are growing and would like to add a few people to the family!
Job Type: Full-time
Pay: $20.00 - $30.00 per hour
Expected hours: No less than 40 per week
Benefits:

 Dental insurance
 Health insurance
 Health savings account
 Life insurance
 Paid time off
 Vision insurance

Schedule:

 8 hour shift
 Day shift
 Overtime

Experience:

 Manufacturing: 1 year (Preferred)

Shift availability:

 Day Shift (Preferred)

Work Location: In person",,Expected hours: No less than 40 per week.,FALSE,8 hour shift,20,hourly,USD,496,"Nashville, TN",20
498,LPN / RN - NIGHT SHIFT,"Welcome to NHC Place Cool Spring!
Come join our team of passionate nurses!
Are you looking for a position where you are appreciated and not given impossible patient ratios? Do you want a job where you know you can make a difference? Do you enjoy connecting with your patients while getting to know them and their family? Do you want a healthy work/life balance? If so, come join our team at NHC Place Cool Springs.
Shifts: 12 hour shifts
Status: Full time/Part Time
Pay: Night Shift Pay starting at $32/hr. for LPN and based on experience! Excellent RN pay as well.
Experience: Long term care, skilled nursing and/or long-term care experience preferred, but not required.
Position Highlights:

 Is responsible for maintaining clinical competency as evidenced by application of integrated nursing knowledge and skills, leadership, and communication skills.
 Utilizes the nursing process in assessment, planning and implementing care.
 Exhibits organizational ability related to workflow, prioritizing to meet the patient care needs
 Integrates current standards of practice as well as local, state, and federal regulations related to nursing services in the care of patients.
 Practices continuous quality improvement thinking and problem-solving skills.
 Must be caring, compassionate, good communication skills, have a positive attitude and be a team player

Benefits:

 Flexible Schedules
 PAID TIME OFF/Vacation/Holiday Pay
 Health, Dental, Vision and Life insurance
 Opportunity for Advancement
 Opportunities for Continued Education
 Competitive Pay
 Company Stock Purchase Option
 Uniforms

Qualified RN/LPN will:

 Have graduated from an accredited nursing program
 Maintain a current unencumbered license to practice in the state where employed
 seek opportunities for personal and professional growth, attend continuing education offerings, and contribute to the ongoing education of partners through teaching and mentoring partners under his/her supervision.
 We hire GPNs

If you are interested in working for a leader in senior care and share NHC's values of honesty and integrity, please apply today and find out more about us at:
Apply online today at:
Registered Nurse (RN):
https://recruiting2.ultipro.com/NAT1059NHTH/JobBoard/02b4dc60-27be-428b-aa7b-4f7b89a29f7a/Opportunity/OpportunityDetail?opportunityId=de63d6a5-6410-45be-880b-778c9b7cd5b2
Licensed Practical Nurse (LPN):
https://recruiting2.ultipro.com/NAT1059NHTH/JobBoard/02b4dc60-27be-428b-aa7b-4f7b89a29f7a/Opportunity/OpportunityDetail?opportunityId=3d375ed2-6105-40bc-87e1-a03b20f095fc
EOE
Keywords: Licensed Nurse, Licensed Practical Nurse, LPN, Registered Nurse, RN, full-time, part-time, skilled nursing, SNF, Long Term Care, Night Shift
Job Types: Full-time, Part-time
Pay: From $32.00 per hour
Benefits:

 401(k)
 401(k) matching
 Dental insurance
 Employee assistance program
 Flexible spending account
 Health insurance
 Life insurance
 Paid time off
 Tuition reimbursement
 Vision insurance

License/Certification:

 BLS Certification (Preferred)
 LPN or RN License (Required)

Shift availability:

 Night Shift (Required)

Work Location: In person",Full-time,"Maintain a current unencumbered license to practice in the state where employed.
 Integrates current standards of practice as well as local, state, and federal…",TRUE,Night shift,32,hourly,USD,498,"Franklin, TN",32
500,Women’s Health Services Charge Nurse,"Title: Women’s Health Services Charge Nurse
Department: Clinic
Last Revised: September 2018
Position Type: Full Time/Exempt
I. Purpose of Position
Responsible for the day to-day delivery of appropriate, timely and beneficial care for patients, promoting quality healthcare and outcomes. Works in a multi-disciplinary team environment.
II. Essential Job Functions/Duties

 Ensures the department consistently operates in a high-quality manner.
 Responsible for keeping team’s day to day schedule on track and on time. Collaborates with PSR Manager and provider team to resolve patient scheduling issues and concerns.
 Develops and maintains women’s health clinical support staff schedule with support from Assistant Clinical Director with approving and managing PTO requests.
 Responsible for managing women’s health clinical support schedule when an unexpected absence occurs.
 Provides support to the Assistant Clinical Director with ensuring TJC, Infection Control, OSHA, emergency preparedness, infection control and regulatory compliance for the medical clinic.
 Participates, and may lead (shared responsibility with Primary Care Charge Nurse), daily huddles.
 Maintains regulatory compliance and responsible for inventory of implantable birth control devices such as Nexplanon, IUDs, Essure kits.
 Maintains regulatory compliance and responsible for inventory of breast pump program.
 Responsible for completing Medication Authorizations and closing gaps in care related to Medications, Therapies, and Treatments for Women’s Health Program patients.
 Responsible for Women’s Health Program related FMLA/HUGS Paperwork.
 Assesses patient needs using established clinical guidelines, protocols, and pathways.
 Provides patient education, advice and information on health assessment, disease processes, medications and treatment plans.
 Provides appropriate follow-up as directed or per established guidelines.
 Knowledge of general medical procedures and the ability to anticipate complications and the indicated therapeutic interventions.
 Responsible for critical messages/abnormal labs call to patients.
 Provides medication refills on standing orders
 Receives pharmacy calls for refills
 Assists with procedure scheduling
 Assists with intake referrals from established partnerships.
 Maintains regulatory compliance and reporting of Tennessee Breast and Cervical Cancer Program
 Serves as a member of the Connectus Quality Committee
 Available to clinical support staff at all times to respond to emergencies and answer questions.
 Available to patients, through clinical staff to answer questions and relay information regarding their care.
 Visible and available within the clinic to assist with Nurse Visits, Provider assignments when needed, and troubleshooting amongst nursing support staff.
 Assists with patient triage
 Provides medication refills based upon written standing protocols
 Assists with calls from other healthcare providers, labs, and pharmacies
 Coordinates with other service lines as needed.
 Engages in effective communication.
 Utilizes conflict-resolution skills as needed.
 Demonstrates use of shared decision making skills.
 Works collaboratively across disciplines and administrative functions.
 Shares and receives information, concerns and feedback in a supportive manner.

III. Additional Job Functions/Duties

 Responsible for Circumcision Process (Maintaining Equipment/Scheduling patient/Assist provider with the procedure itself)
 Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.

IV. Education, Experience and Credentialing
Required Qualifications:

 Must possess a Nursing Degree from an accredited college or university.
 Current registered nurse license in Tennessee
 One (1) year nursing experience
 Basic Life Support (BLS) certification is required.

Preferred Requirements:

 Experience in a Women’s Health setting.
 Experience in case management.
 Bachelor’s degree preferred.
 Bilingual in English and Spanish

V. Supervision/Managerial

 Must be able to work independently and prioritize with minimal direction.
 Must be able to build an effective team environment

VI. Personal Qualifications

 Must be reliable and dependable with attendance.
 Ability to multi-task in a fast paced environment.
 Ability to maintain confidentiality.
 Appropriate attire according to company policy.
 Attentive to safety and security issues
 Demonstrates cultural competence with patients and staff.
 Open to continuous learning to build effectiveness.

VII. Physical Requirements
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

 Sitting, standing, walking for much of the day
 Manual dexterity
 Lifting up to 30 pounds (may exceed this amount at times in emergency patient situations)
 Bending and reaching

Job Type: Full-time
Benefits:

 Dental insurance
 Health insurance
 Life insurance
 Paid time off
 Vision insurance

Medical Specialty:

 Labor &amp; Delivery

Physical Setting:

 Clinic

Schedule:

 8 hour shift
 Day shift
 Monday to Friday

License/Certification:

 BLS Certification (Preferred)
 LPN (Preferred)
 RN (Preferred)

Ability to Commute:

 Nashville, TN 37204 (Required)

Work Location: In person",,"Current registered nurse license in Tennessee.
 Available to clinical support staff at all times to respond to emergencies and answer questions.",TRUE,8 hour shift,,,USD,15,"Nashville, TN",
501,Firearms Call Center Customer Service Representative,"Customer Service Representative
Responsibilities:

 Handle large amounts of incoming and outbound calls.
 Answer, resolve, respond and complete customer issues through online chats.
 Answer and resolve customer inquiries through customer service email platform.
 Handle customer issues, provide appropriate solutions and alternatives within the time limits; follow up to ensure resolution.
 Process Returns, Exchanges (RMA's), Refunds.
 Identify and assess customers’ needs to achieve satisfaction.
 Approve and bill orders that were generated through the website.
 Attracts potential customers by answering product and service questions and suggesting information about other products and services
 Contributes to team effort by accomplishing metric goals set by CSR Manager.
 Maintains and keeps up with Product knowledge / Market knowledge.
 Provides accurate, valid and complete information by using Netsuite, glockstore.com, and other online research techniques.
 Works overtime and weekends when required.
 Other duties as assigned

§ High School diploma or equivalent preferred
§ 1 or more years of customer service experience
§ Knowledge of firearms and the shooting sports is a big plus
§ Proficient in Microsoft office (Word, Excel, Outlook)
§ Great verbal and written communication skills.
§ Ability to work well under pressure and adapt accordingly
§ Self-motivated, proactive and responsive.
Must have a positive attitude. Customer service is no place for negativity
PHYSICAL DEMANDS
Must be able to sit for long periods of time.'
BENEFITS INCLUDE:

 Medical insurance
 Dental insurance
 Vision insurance
 Life insurance
 Additional insurance coverages offered such as pet insurance, short term disability, long term disability
 Paid time off
 Employee discount

'
Job Type: Full-time
Pay: $18.00 per hour
Benefits:

 Dental insurance
 Health insurance
 Paid time off
 Vision insurance

Shift:

 8 hour shift
 Day shift

Experience:

 Firearms: 3 years (Required)

Ability to Commute:

 Nashville, TN 37210 (Required)

Work Location: In person",,"Handle large amounts of incoming and outbound calls.
 Attracts potential customers by answering product and service questions and suggesting information about…",FALSE,8 hour shift,18,hourly,USD,501,"Nashville, TN",18
502,Logistics Associate,"The Comfort Group, Inc. is seeking a Logistics Associate to work full time at our Nashville location. The Comfort Group is a Mechanical Contracting Company that has been in business for over 50 years. We are headquartered in Nashville, TN and have an office in Huntsville, AL. For more information about the company, please visit our website at www.thecomfortgroup.com.
 
 Responsibilities:
 
  Direct material handlers on job sites for efficient delivery and placement of materials
  Assist in maintaining real time jobsite and warehouse inventory by identifying, labeling, and placing materials in stock and recording location of inventory.
  Locate materials and supplies by pulling and verifying materials and supplies requested by jobsite leadership.
  Offload material and equipment from deliveries using pallet jacks, forklifts, Lulls, by hand, etc.
  Send return material and supplies to vendors by verifying materials and codes.
  Prepare prefabricated material or finished stock for distribution to job sites.
  Coordinate jobsite inventory and deliveries with Prefabrication Manager, Sheetmetal Fabrication Manager, Purchasing, Superintendents, and Project Managers as needed
  Track material using a database in the field (iPad or computer)
  Support light assembly of some materials ahead of shipment to job destinations.
  Clearly mark materials with identifying information
  Ensure warehouse is accessible, clean, organized, and safe.
  Ability to present information to management at any level in the organization.
 
 
 Minimum Requirements:
 
  High school diploma or GED
  Excellent organizational skills
  Good interpersonal and communication skills
  Ability to manage multiple priorities and deadlines.
  Dependable, hardworking and willingness to learn new skills.
  Detail oriented, personally organized, with solid time management skills
  Candidates must be able to pass drug screening.
 
 
 Prior experience that would be useful:
 
  Warehouse or logistics management
  Work for a HVAC, plumbing company or supply house.
  Proficient with Microsoft Office Suite
  OSHA 10
  Certified to operate forklifts, lulls, etc.
 
 
 This position offers a competitive compensation package.
 
  $20 to $25 per hour (based on relevant experience)
  Medical Insurance
  Dental Insurance
  Life Insurance
  Disability Insurance
  Paid vacation
  Paid holidays
  Training opportunities
  401k with company matching.
  The Comfort Group is an Equal Opportunity Employer",,"Track material using a database in the field (iPad or computer).
 Direct material handlers on job sites for efficient delivery and placement of materials.",FALSE,,20,hourly,USD,502,"Nashville, TN",20
