job_x_id,job_benefit_value
353,Adoption assistance
353,Employee assistance program
356,Paid holidays
356,Disability insurance
356,Health insurance
356,Dental insurance
356,401(k)
356,Employee assistance program
356,Vision insurance
356,Life insurance
356,Paid sick time
357,Travel reimbursement
357,Commuter assistance
357,AD&D insurance
357,Paid holidays
357,Disability insurance
357,Health insurance
357,Dental insurance
357,Flexible spending account
357,Employee assistance program
357,Vision insurance
357,Employee discount
357,Life insurance
358,Paid holidays
358,Relocation assistance
358,Health insurance
358,401(k)
358,Adoption assistance
358,Parental leave
359,Health savings account
359,Paid holidays
359,Disability insurance
359,Health insurance
359,401(k)
359,Flexible spending account
359,Tuition reimbursement
359,Employee assistance program
359,Vision insurance
359,401(k) matching
359,Bereavement leave
359,Life insurance
360,AD&D insurance
360,Paid holidays
360,Disability insurance
360,Health insurance
360,Dental insurance
360,Tuition reimbursement
360,Employee assistance program
360,Vision insurance
360,Credit union membership
360,Life insurance
365,Profit sharing
365,Health insurance
365,Dental insurance
365,Paid time off
365,401(k) matching
367,Free parking
367,Commuter assistance
367,Paid holidays
367,401(k) 3% Match
367,Health insurance
367,Dental insurance
367,Flexible spending account
367,Employee assistance program
367,Vision insurance
367,401(k) matching
367,Loan forgiveness
367,Life insurance
369,Paid holidays
369,Health insurance
369,Paid time off
369,Retirement plan
370,Paid parental leave
370,Health insurance
370,Dental insurance
370,Paid time off
370,Parental leave
370,Vision insurance
370,401(k) matching
370,Life insurance
372,401(k)
373,AD&D insurance
373,Paid holidays
373,Disability insurance
373,Health insurance
373,Dental insurance
373,401(k)
373,Flexible spending account
373,Tuition reimbursement
373,Vision insurance
373,Employee discount
373,Life insurance
373,Referral program
374,Employee stock purchase plan
374,Disability insurance
374,Health insurance
374,Dental insurance
374,401(k)
374,Paid time off
374,Vision insurance
375,Health insurance
375,Dental insurance
375,401(k)
375,Paid time off
375,Vision insurance
375,401(k) matching
375,Employee discount
375,Flexible schedule
376,License reimbursement
376,Paid holidays
376,Health insurance
376,Dental insurance
376,401(k)
376,Flexible spending account
376,Paid time off
376,Employee assistance program
376,Vision insurance
376,401(k) matching
376,Employee discount
376,Professional development assistance
377,Health savings account
377,Health insurance
377,Dental insurance
377,401(k)
377,Tuition reimbursement
377,Paid time off
377,Employee assistance program
377,Vision insurance
377,401(k) matching
377,Life insurance
377,Referral program
377,Paid sick time
378,Health insurance
378,401(k)
378,On-the-job training
378,Opportunities for advancement
379,Paid training
379,Paid holidays
379,Health insurance
379,401(k)
379,Paid time off
379,401(k) matching
379,Paid sick time
380,Health insurance
380,Employee discount
380,Flexible schedule
381,Health savings account
381,Disability insurance
381,Health insurance
381,Dental insurance
381,401(k)
381,Flexible spending account
381,Tuition reimbursement
381,Paid time off
381,On-the-job training
381,Employee assistance program
381,Vision insurance
381,401(k) matching
382,Health insurance
382,Dental insurance
382,Paid time off
382,Vision insurance
382,Life insurance
383,Health insurance
383,401(k)
383,Paid time off
383,Employee discount
383,Flexible schedule
384,Disability insurance
384,Health insurance
384,Dental insurance
384,Paid time off
384,Vision insurance
384,Life insurance
384,Retirement plan
385,Disability insurance
385,Health insurance
385,Dental insurance
385,Tuition reimbursement
385,Paid time off
385,Adoption assistance
385,Vision insurance
385,403(b)
386,Paid time off
386,Professional development assistance
386,Flexible schedule
387,Paid holidays
387,Disability insurance
387,Health insurance
387,Dental insurance
387,Paid time off
387,Vision insurance
387,401(k) matching
387,Life insurance
387,Paid sick time
388,Health savings account
388,Disability insurance
388,Health insurance
388,Dental insurance
388,401(k)
388,Tuition reimbursement
388,Paid time off
388,Employee assistance program
388,Vision insurance
388,Life insurance
389,Paid training
389,Continuing education credits
389,Health insurance
389,Paid time off
389,On-the-job training
389,Flexible schedule
391,Paid holidays
391,Dental insurance
391,401(k)
391,Paid time off
396,AD&D insurance
396,Paid holidays
396,Disability insurance
396,Health insurance
396,Dental insurance
396,401(k)
396,Flexible spending account
396,Tuition reimbursement
396,On-the-job training
396,Vision insurance
396,Employee discount
396,Benefits from day one
399,Paid training
399,Paid holidays
399,Health insurance
399,Dental insurance
399,Paid time off
399,Employee assistance program
399,Vision insurance
399,401(k) matching
399,Referral program
404,Health insurance
404,Paid time off
404,Parental leave
404,Volunteer time off
408,Paid holidays
408,Disability insurance
408,Health insurance
408,401(k)
408,Paid time off
408,Vision insurance
408,Referral program
409,Free parking
409,Health insurance
409,Dental insurance
409,Paid time off
409,Vision insurance
409,401(k) matching
409,Employee discount
410,Health savings account
410,AD&D insurance
410,Paid holidays
410,Disability insurance
410,Health insurance
410,Dental insurance
410,Vision insurance
410,401(k) matching
410,Opportunities for advancement
411,Free parking
412,Health insurance
412,Dental insurance
412,Vision insurance
412,Life insurance
412,Retirement plan
414,Travel reimbursement
414,Commuter assistance
414,AD&D insurance
414,Paid holidays
414,Disability insurance
414,Health insurance
414,Dental insurance
414,Flexible spending account
414,Employee assistance program
414,Vision insurance
414,Employee discount
414,Life insurance
415,401(a)
415,Wellness program
415,AD&D insurance
415,Partner benefits
415,Paid holidays
415,Disability insurance
415,Health insurance
415,Dental insurance
415,Flexible spending account
415,Paid time off
415,Adoption assistance
415,Employee assistance program
416,Health savings account
416,Paid holidays
416,Disability insurance
416,Health insurance
416,401(k)
416,Flexible spending account
416,Tuition reimbursement
416,Employee assistance program
416,Vision insurance
416,401(k) matching
416,Bereavement leave
416,Life insurance
417,Paid holidays
417,Relocation assistance
417,Health insurance
417,401(k)
417,Adoption assistance
417,Parental leave
421,Paid parental leave
421,Health insurance
421,Dental insurance
421,Tuition reimbursement
421,Paid time off
421,Parental leave
421,Vision insurance
421,401(k) matching
421,Life insurance
422,Employee discount
425,Health insurance
425,Dental insurance
425,401(k)
425,Employee assistance program
425,Vision insurance
426,Paid holidays
426,Disability insurance
426,Health insurance
426,Leadership training provided
426,401(k) matching
427,Paid holidays
427,Health insurance
427,Dental insurance
427,Paid time off
427,Vision insurance
430,Free parking
430,Health insurance
430,Dental insurance
430,Paid time off
430,Vision insurance
430,401(k) matching
430,Employee discount
436,Paid training
436,Fuel card
436,Paid holidays
436,Health insurance
436,Dental insurance
436,Paid time off
436,Vision insurance
436,401(k) matching
436,Opportunities for advancement
436,Flexible schedule
437,Paid training
437,Paid holidays
437,Health insurance
437,401(k)
437,Paid time off
437,401(k) matching
437,Paid sick time
438,Health insurance
438,Dental insurance
438,Paid time off
438,Vision insurance
438,Life insurance
439,Health insurance
439,401(k)
439,Paid time off
439,Employee discount
439,Flexible schedule
440,Disability insurance
440,Health insurance
440,Dental insurance
440,Tuition reimbursement
440,Paid time off
440,Adoption assistance
440,Vision insurance
440,403(b)
441,Disability insurance
441,Health insurance
441,Dental insurance
441,Tuition reimbursement
441,Paid time off
441,Adoption assistance
441,Vision insurance
441,403(b)
442,Paid time off
442,Professional development assistance
442,Flexible schedule
443,Free parking
443,Health savings account
443,Disability insurance
443,Health insurance
443,Dental insurance
443,401(k)
443,Paid time off
443,Vision insurance
443,401(k) matching
443,Life insurance
444,Health insurance
444,Dental insurance
444,Paid time off
444,Vision insurance
444,Employee discount
444,Flexible schedule
444,Referral program
445,Health savings account
445,Health insurance
445,Dental insurance
445,401(k)
445,Tuition reimbursement
445,Paid time off
445,Employee assistance program
445,Vision insurance
445,401(k) matching
445,Life insurance
445,Referral program
445,Paid sick time
446,Health savings account
446,Disability insurance
446,Health insurance
446,Dental insurance
446,401(k)
446,Flexible spending account
446,Tuition reimbursement
446,Paid time off
446,On-the-job training
446,Employee assistance program
446,Vision insurance
446,401(k) matching
447,Health savings account
447,Health insurance
447,Dental insurance
447,401(k)
447,Flexible spending account
447,Paid time off
447,Employee assistance program
447,Vision insurance
447,401(k) matching
447,Employee discount
447,Life insurance
447,Referral program
448,Employee discount
448,Flexible schedule
448,Referral program
449,Employee discount
449,Opportunities for advancement
449,Flexible schedule
450,AD&D insurance
450,Paid holidays
450,Disability insurance
450,Health insurance
450,Dental insurance
450,401(k)
450,Flexible spending account
450,Tuition reimbursement
450,On-the-job training
450,Vision insurance
450,Employee discount
450,Benefits from day one
451,Health insurance
451,Employee discount
451,Flexible schedule
455,Paid training
455,Paid holidays
455,Health insurance
455,Dental insurance
455,Paid time off
455,Employee assistance program
455,Vision insurance
455,401(k) matching
455,Referral program
466,Health savings account
466,Health insurance
466,Dental insurance
466,401(k)
466,Flexible spending account
466,Paid time off
466,Employee assistance program
466,Vision insurance
466,401(k) matching
466,Professional development assistance
466,Life insurance
466,Referral program
467,Health insurance
467,Dental insurance
467,Paid time off
467,Vision insurance
467,Life insurance
468,Health savings account
468,Health insurance
468,Dental insurance
468,401(k)
468,Tuition reimbursement
468,Paid time off
468,Employee assistance program
468,Vision insurance
468,401(k) matching
468,Life insurance
468,Referral program
468,Paid sick time
469,Dental insurance
469,Paid time off
470,Continuing education credits
471,Health insurance
471,Dental insurance
471,Paid time off
471,Vision insurance
471,401(k) matching
472,Health insurance
472,401(k)
472,Paid time off
472,Employee discount
472,Flexible schedule
473,Paid time off
473,Professional development assistance
473,Flexible schedule
474,Paid training
474,Continuing education credits
474,Health insurance
474,Paid time off
474,On-the-job training
474,Flexible schedule
475,Paid training
475,Paid holidays
475,Health insurance
475,401(k)
475,Paid time off
475,401(k) matching
475,Paid sick time
476,Paid holidays
476,Dental insurance
476,401(k)
476,Paid time off
477,Health insurance
477,Employee discount
477,Flexible schedule
478,Health insurance
478,Dental insurance
478,401(k)
478,On-the-job training
478,Vision insurance
478,Referral program
479,Employee discount
479,Flexible schedule
479,Referral program
480,Health savings account
480,Disability insurance
480,Health insurance
480,Dental insurance
480,401(k)
480,Flexible spending account
480,Tuition reimbursement
480,Paid time off
480,On-the-job training
480,Employee assistance program
480,Vision insurance
480,401(k) matching
481,Paid holidays
481,Dental insurance
481,401(k)
481,Vision insurance
481,Opportunities for advancement
481,Life insurance
481,Paid sick time
482,Paid training
482,Paid holidays
482,Health insurance
482,Dental insurance
482,401(k)
482,Paid time off
482,On-the-job training
482,Vision insurance
482,Employee discount
482,Life insurance
483,Health savings account
483,Health insurance
483,401(k) matching
483,Professional development assistance
483,Flexible schedule
483,Life insurance
483,Retirement plan
484,Paid holidays
484,Health insurance
484,Dental insurance
484,401(k)
484,Flexible spending account
484,Tuition reimbursement
484,Paid time off
484,Cell phone reimbursement
484,Vision insurance
484,401(k) matching
484,Employee discount
484,Flexible schedule
485,Stock options
485,Paid holidays
485,Dental insurance
485,Paid time off
485,Vision insurance
485,Opportunities for advancement
485,Flexible schedule
485,Life insurance
486,Disability insurance
486,Health insurance
486,Dental insurance
486,Paid time off
486,Vision insurance
486,Life insurance
487,Health insurance
487,Dental insurance
487,401(k)
487,Paid time off
487,Vision insurance
487,401(k) matching
487,Employee discount
488,Paid training
488,Fuel card
488,Paid holidays
488,Health insurance
488,Dental insurance
488,Paid time off
488,Vision insurance
488,401(k) matching
488,Opportunities for advancement
488,Flexible schedule
489,Paid parental leave
489,Paid holidays
489,Dental insurance
489,401(k)
489,Tuition reimbursement
489,Paid time off
489,Parental leave
489,Vision insurance
489,Free fitness classes
490,Health insurance
490,Dental insurance
490,401(k)
490,Paid time off
490,Vision insurance
490,401(k) matching
490,Life insurance
491,Health insurance
491,Dental insurance
491,Vision insurance
492,Paid time off
492,Employee discount
492,Flexible schedule
493,Profit sharing
493,Paid training
493,Health insurance
493,Dental insurance
493,Paid time off
493,On-the-job training
493,Employee assistance program
493,Vision insurance
493,Opportunities for advancement
493,Flexible schedule
494,Employee discount
494,Opportunities for advancement
494,Flexible schedule
495,Health insurance
495,Dental insurance
495,Paid time off
495,Vision insurance
495,Employee discount
495,Flexible schedule
495,Referral program
496,Health savings account
496,Health insurance
496,Dental insurance
496,Paid time off
496,Vision insurance
496,Life insurance
497,Health savings account
497,Disability insurance
497,Health insurance
497,Dental insurance
497,401(k)
497,Tuition reimbursement
497,Paid time off
497,Employee assistance program
497,Vision insurance
497,Life insurance
498,Stock options
498,Paid holidays
498,Health insurance
498,Dental insurance
498,401(k)
498,Flexible spending account
498,Tuition reimbursement
498,Paid time off
498,Employee assistance program
498,Vision insurance
498,401(k) matching
498,Opportunities for advancement
499,Health insurance
499,Dental insurance
499,Paid time off
499,Vision insurance
500,Health insurance
500,Dental insurance
500,Paid time off
500,Vision insurance
500,Life insurance
501,Disability insurance
501,Health insurance
501,Dental insurance
501,Paid time off
501,Vision insurance
501,Employee discount
501,Life insurance
501,Pet insurance
502,Paid training
502,Paid holidays
502,Disability insurance
502,Health insurance
502,401(k) matching
502,Life insurance
506,Continuing education credits
506,Disability insurance
506,Health insurance
506,Dental insurance
506,401(k)
506,Paid time off
506,Parental leave
506,Vision insurance
506,401(k) matching
506,Employee discount
506,Professional development assistance
506,Flexible schedule
507,Paid holidays
507,Disability insurance
507,Health insurance
507,Dental insurance
507,Paid time off
507,Vision insurance
507,401(k) matching
507,Life insurance
508,Paid time off
508,Employee discount
509,Health savings account
509,457(b)
509,Health insurance
509,Dental insurance
509,Flexible spending account
509,Paid time off
509,Employee assistance program
509,Vision insurance
509,Employee discount
509,Life insurance
509,Retirement plan
510,Paid holidays
511,Paid holidays
511,Health insurance
511,Dental insurance
511,Paid time off
511,Vision insurance
511,401(k) matching
511,Opportunities for advancement
511,Flexible schedule
511,Life insurance
512,Health insurance
512,Dental insurance
512,401(k)
512,On-the-job training
512,Vision insurance
512,Referral program
514,Health insurance
514,Dental insurance
514,Vision insurance
514,401(k) matching
514,Life insurance
515,Health insurance
515,Dental insurance
515,Paid time off
515,Vision insurance
516,Disability insurance
516,Health insurance
516,Dental insurance
516,Tuition reimbursement
516,Paid time off
516,Adoption assistance
516,Vision insurance
516,403(b)
517,Free parking
517,Health savings account
517,Disability insurance
517,Health insurance
517,Dental insurance
517,401(k)
517,Paid time off
517,Vision insurance
517,401(k) matching
517,Life insurance
518,Paid training
518,Health insurance
518,Dental insurance
518,401(k)
518,Vision insurance
518,Employee discount
518,Opportunities for advancement
518,Flexible schedule
518,Referral program
518,Food provided
519,Health insurance
519,Dental insurance
519,401(k)
519,Paid time off
519,Vision insurance
519,401(k) matching
519,Life insurance
519,Retirement plan
520,Health insurance
520,Dental insurance
520,Paid time off
520,Vision insurance
520,Employee discount
520,Flexible schedule
522,Health insurance
522,On-site gym
522,Dental insurance
522,Vision insurance
522,401(k) matching
522,Employee discount
522,Gym membership
522,Loan assistance
524,Health insurance
524,Dental insurance
524,Vision insurance
526,401(k)
529,Paid holidays
529,Health insurance
529,Dental insurance
529,Paid time off
529,Vision insurance
529,Life insurance
531,Health savings account
531,AD&D insurance
531,Paid holidays
531,Disability insurance
531,Health insurance
531,Dental insurance
531,Vision insurance
531,401(k) matching
531,Opportunities for advancement
537,Health insurance
537,Smoking cessation program
538,AD&D insurance
538,Paid holidays
538,Disability insurance
538,Health insurance
538,Dental insurance
538,401(k)
538,Flexible spending account
538,Tuition reimbursement
538,On-the-job training
538,Vision insurance
538,Employee discount
538,Benefits from day one
542,Travel reimbursement
542,Commuter assistance
542,AD&D insurance
542,Paid holidays
542,Disability insurance
542,Health insurance
542,Dental insurance
542,Flexible spending account
542,Employee assistance program
542,Vision insurance
542,Employee discount
542,Life insurance
543,Paid training
543,Paid holidays
543,Health insurance
543,Dental insurance
543,Paid time off
543,Employee assistance program
543,Vision insurance
543,401(k) matching
543,Referral program
544,Paid holidays
544,Disability insurance
544,Health insurance
544,401(k)
544,Paid time off
544,Vision insurance
544,Referral program
548,Dental insurance
550,Paid holidays
550,Health insurance
550,Paid time off
550,Retirement plan
552,401(a)
552,Wellness program
552,AD&D insurance
552,Partner benefits
552,Paid holidays
552,Disability insurance
552,Health insurance
552,Dental insurance
552,Flexible spending account
552,Paid time off
552,Adoption assistance
552,Employee assistance program
553,Free parking
554,Health savings account
554,Paid holidays
554,Disability insurance
554,Health insurance
554,401(k)
554,Flexible spending account
554,Tuition reimbursement
554,Employee assistance program
554,Vision insurance
554,401(k) matching
554,Bereavement leave
554,Life insurance
555,Paid time off
555,Professional development assistance
555,Flexible schedule
556,Paid holidays
556,Dental insurance
556,401(k)
556,Paid time off
557,Paid training
557,Paid holidays
557,Health insurance
557,401(k)
557,Paid time off
557,401(k) matching
557,Paid sick time
558,Health savings account
558,Disability insurance
558,Health insurance
558,Dental insurance
558,401(k)
558,Flexible spending account
558,Tuition reimbursement
558,Paid time off
558,On-the-job training
558,Employee assistance program
558,Vision insurance
558,401(k) matching
559,Continuing education credits
559,Disability insurance
559,Health insurance
559,Dental insurance
559,401(k)
559,Paid time off
559,Parental leave
559,Vision insurance
559,401(k) matching
559,Employee discount
559,Professional development assistance
559,Flexible schedule
560,Health insurance
560,Employee discount
560,Flexible schedule
561,Health insurance
561,Dental insurance
561,Paid time off
561,Vision insurance
561,Life insurance
563,Health insurance
563,401(k)
563,Paid time off
563,Employee discount
563,Flexible schedule
564,Paid holidays
564,Relocation assistance
564,Health insurance
564,401(k)
564,Adoption assistance
564,Parental leave
565,Health savings account
565,Health insurance
565,Dental insurance
565,401(k)
565,Tuition reimbursement
565,Paid time off
565,Employee assistance program
565,Vision insurance
565,401(k) matching
565,Life insurance
565,Referral program
565,Paid sick time
566,Free parking
566,Health savings account
566,Disability insurance
566,Health insurance
566,Dental insurance
566,401(k)
566,Paid time off
566,Vision insurance
566,401(k) matching
566,Life insurance
567,Paid training
567,Continuing education credits
567,Health insurance
567,Paid time off
567,On-the-job training
567,Flexible schedule
568,Health insurance
568,Dental insurance
568,401(k)
568,Paid time off
568,Vision insurance
568,401(k) matching
568,Employee discount
568,Flexible schedule
570,Stock options
570,Paid holidays
570,Dental insurance
570,Paid time off
570,Vision insurance
570,Opportunities for advancement
570,Flexible schedule
570,Life insurance
572,Employee discount
572,Flexible schedule
572,Referral program
578,Health insurance
578,Smoking cessation program
581,401(k)
585,Paid training
585,Paid holidays
585,Health insurance
585,Dental insurance
585,Paid time off
585,Employee assistance program
585,Vision insurance
585,401(k) matching
585,Referral program
